line_id,product_id
10270-2,96
10270-3,3
10270-4,97
10271-1,72
10271-2,78
10271-3,48
10271-4,5
10271-5,95
10271-6,60
10272-1,32
10272-2,30
10272-3,91
10272-4,31
10272-5,40
10272-6,35
10272-7,28
10273-1,72
10273-2,20
10273-3,89
10273-4,27
10273-5,47
10274-1,6
10275-1,83
10275-2,87
10275-3,5
10275-4,42
10275-5,77
10276-1,17
10276-2,58
10276-3,85
10276-4,93
10276-5,42
10276-6,94
10276-7,90
10277-1,21
10277-2,10
10278-1,10
10278-2,76
10278-3,80
10278-4,55
10278-5,24
10278-6,84
10279-1,36
10279-2,32
10279-3,45
10279-4,1
10279-5,97
10279-6,95
10279-7,78
10279-8,15
10279-9,23
10280-1,28
10280-2,98
10280-3,23
10280-4,68
10280-5,76
10280-6,9
10280-7,87
10280-8,26
10280-9,50
10280-10,72
10281-1,88
10281-2,93
10281-3,52
10281-4,20
10281-5,18
10281-6,86
10282-1,37
10282-2,99
10282-3,55
10282-4,65
10282-5,74
10282-6,87
10282-7,73
10282-8,88
10282-9,1
10282-10,33
10283-1,24
10283-2,38
10283-3,66
10283-4,1
10283-5,7
10283-6,16
10284-1,95
10284-2,14
10284-3,41
10284-4,34
10284-5,6
10284-6,7
10284-7,63
10285-1,28
10285-2,70
10285-3,64
10285-4,43
10285-5,69
10285-6,20
10286-1,48
10287-1,42
10287-2,24
10288-1,52
10288-2,90
10288-3,79
10288-4,49
10288-5,93
10288-6,48
10289-1,47
10289-2,79
10289-3,67
10289-4,51
10290-1,85
10290-2,75
10290-3,16
10290-4,59
10290-5,40
10290-6,10
10290-7,2
10291-1,83
10292-1,89
10292-2,62
10292-3,4
10292-4,35
10292-5,98
10292-6,88
10293-1,33
10293-2,47
10293-3,5
10293-4,52
10293-5,7
10293-6,48
10293-7,30
10293-8,2
10293-9,8
10294-1,92
10294-2,47
10294-3,11
10294-4,46
10294-5,30
10294-6,65
10295-1,52
10295-2,54
10295-3,53
10295-4,4
10295-5,5
10295-6,47
10295-7,79
10296-1,35
10297-1,79
10297-2,50
10298-1,5
10298-2,61
10298-3,92
10299-1,81
10299-2,20
10299-3,36
10299-4,77
10299-5,59
10300-1,60
10300-2,7
10300-3,63
10300-4,82
10300-5,69
10300-6,24
10300-7,12
10300-8,1
10300-9,14
10301-1,58
10301-2,16
10302-1,27
10302-2,96
10302-3,8
10302-4,1
10302-5,46
10303-1,95
10303-2,70
10303-3,15
10303-4,14
10303-5,49
10303-6,74
10304-1,17
10304-2,55
10304-3,61
10304-4,16
10304-5,47
10304-6,31
10304-7,87
10304-8,46
10304-9,93
10305-1,87
10305-2,89
10305-3,33
10305-4,12
10305-5,72
10306-1,80
10306-2,19
10306-3,65
10306-4,99
10306-5,26
10306-6,7
10306-7,45
10307-1,88
10307-2,39
10307-3,8
10307-4,42
10307-5,92
10307-6,12
10308-1,84
10308-2,57
10309-1,54
10309-2,5
10310-1,52
10310-2,79
10310-3,41
10310-4,99
10310-5,60
10310-6,18
10310-7,74
10310-8,43
10311-1,56
10311-2,24
10312-1,3
10312-2,62
10312-3,23
10312-4,81
10312-5,86
10312-6,48
10313-1,98
10313-2,57
10314-1,59
10314-2,17
10315-1,100
10315-2,83
10315-3,8
10316-1,43
10316-2,68
10316-3,62
10316-4,36
10316-5,59
10316-6,8
10316-7,32
10316-8,27
10316-9,48
10317-1,78
10317-2,58
10317-3,25
10317-4,35
10317-5,51
10317-6,29
10317-7,66
10317-8,15
10317-9,69
10317-10,27
10318-1,94
10318-2,52
10318-3,49
10318-4,51
10318-5,47
10318-6,93
10318-7,21
10318-8,36
10318-9,54
10318-10,46
10319-1,61
10319-2,65
10319-3,52
10319-4,90
10319-5,44
10319-6,4
10319-7,30
10319-8,86
10319-9,94
10320-1,49
10321-1,45
10321-2,34
10321-3,47
10321-4,70
10321-5,48
10321-6,77
10322-1,21
10323-1,94
10323-2,12
10323-3,30
10324-1,77
10324-2,12
10324-3,36
10324-4,9
10324-5,39
10324-6,30
10325-1,35
10325-2,25
10325-3,57
10325-4,1
10326-1,93
10326-2,28
10326-3,52
10326-4,75
10326-5,47
10327-1,7
10327-2,71
10327-3,75
10327-4,83
10327-5,3
10327-6,78
10327-7,56
10327-8,58
10328-1,3
10328-2,89
10328-3,93
10328-4,1
10328-5,55
10328-6,33
10328-7,23
10329-1,96
10329-2,33
10329-3,23
10329-4,3
10329-5,87
10329-6,57
10329-7,50
10329-8,80
10329-9,46
10330-1,49
10330-2,62
10330-3,64
10330-4,24
10330-5,87
10330-6,65
10330-7,60
10330-8,26
10331-1,32
10331-2,55
10331-3,22
10331-4,18
10331-5,69
10331-6,73
10331-7,6
10331-8,14
10332-1,21
10332-2,82
10333-1,60
10333-2,3
10333-3,6
10333-4,81
10334-1,33
10334-2,93
10334-3,18
10334-4,21
10334-5,84
10334-6,9
10334-7,54
10334-8,95
10334-9,22
10335-1,92
10335-2,8
10335-3,69
10335-4,60
10335-5,93
10335-6,30
10335-7,82
10335-8,96
10335-9,81
10336-1,94
10336-2,88
10336-3,56
10336-4,22
10336-5,81
10337-1,31
10337-2,92
10337-3,73
10338-1,95
10339-1,90
10340-1,47
10340-2,70
10340-3,35
10341-1,38
10341-2,62
10341-3,3
10342-1,95
10342-2,12
10342-3,97
10343-1,10
10343-2,86
10343-3,61
10343-4,56
10343-5,25
10343-6,95
10343-7,43
10343-8,48
10343-9,44
10343-10,65
10344-1,93
10344-2,97
10344-3,56
10345-1,68
10345-2,83
10345-3,81
10345-4,74
10345-5,93
10345-6,13
10345-7,66
10345-8,46
10345-9,1
10345-10,30
10346-1,68
10346-2,8
10346-3,42
10347-1,7
10347-2,9
10347-3,98
10347-4,70
10347-5,82
10347-6,24
10348-1,40
10348-2,35
10348-3,89
10349-1,63
10349-2,42
10349-3,53
10349-4,17
10350-1,65
10350-2,29
10351-1,88
10351-2,48
10351-3,81
10351-4,11
10351-5,56
10351-6,35
10352-1,61
10352-2,32
10352-3,70
10352-4,38
10352-5,23
10352-6,59
10352-7,31
10353-1,67
10353-2,39
10353-3,16
10353-4,35
10353-5,55
10353-6,79
10353-7,34
10353-8,51
10353-9,18
10354-1,20
10354-2,91
10354-3,69
10354-4,18
10355-1,42
10355-2,24
10355-3,17
10355-4,67
10355-5,78
10355-6,38
10355-7,74
10356-1,52
10356-2,2
10356-3,5
10356-4,37
10356-5,6
10357-1,2
10357-2,78
10357-3,71
10357-4,12
10357-5,61
10357-6,5
10357-7,31
10357-8,57
10358-1,58
10358-2,47
10359-1,61
10360-1,100
10360-2,31
10360-3,56
10360-4,33
10360-5,18
10360-6,93
10361-1,62
10361-2,87
10361-3,65
10361-4,35
10361-5,94
10361-6,27
10361-7,53
10361-8,32
10361-9,1
10361-10,6
10362-1,73
10362-2,54
10362-3,19
10362-4,92
10362-5,11
10362-6,12
10362-7,57
10363-1,58
10363-2,51
10363-3,94
10363-4,33
10363-5,4
10364-1,48
10364-2,92
10364-3,9
10364-4,88
10364-5,31
10365-1,14
10365-2,70
10365-3,2
10365-4,100
10365-5,84
10365-6,82
10365-7,48
10365-8,80
10365-9,15
10366-1,57
10366-2,84
10366-3,44
10366-4,21
10366-5,55
10366-6,13
10366-7,14
10366-8,86
10366-9,85
10367-1,63
10367-2,41
10367-3,100
10367-4,78
10367-5,73
10367-6,67
10367-7,24
10367-8,90
10367-9,32
10367-10,84
10368-1,15
10368-2,65
10368-3,46
10368-4,58
10368-5,63
10369-1,33
10369-2,90
10370-1,44
10370-2,57
10370-3,69
10371-1,84
10371-2,14
10371-3,91
10372-1,50
10372-2,84
10372-3,58
10372-4,43
10372-5,29
10372-6,89
10372-7,34
10372-8,33
10372-9,57
10372-10,47
10373-1,44
10373-2,91
10373-3,30
10373-4,68
10373-5,74
10373-6,19
10373-7,87
10374-1,36
10375-1,66
10375-2,30
10375-3,3
10375-4,5
10376-1,18
10376-2,57
10376-3,53
10376-4,29
10376-5,96
10376-6,37
10377-1,33
10377-2,37
10377-3,40
10377-4,62
10377-5,46
10377-6,93
10377-7,19
10377-8,64
10378-1,78
10378-2,14
10378-3,15
10378-4,43
10379-1,55
10379-2,10
10380-1,10
10380-2,59
10380-3,13
10380-4,29
10381-1,3
10381-2,45
10381-3,50
10381-4,39
10381-5,83
10382-1,80
10382-2,48
10382-3,85
10382-4,44
10382-5,26
10382-6,60
10382-7,69
10382-8,10
10382-9,4
10382-10,94
10383-1,99
10384-1,25
10384-2,5
10384-3,56
10384-4,40
10385-1,39
10385-2,26
10385-3,61
10385-4,42
10385-5,82
10385-6,58
10385-7,80
10385-8,19
10385-9,88
10386-1,39
10386-2,13
10386-3,68
10386-4,61
10386-5,85
10386-6,78
10386-7,46
10386-8,55
10386-9,87
10386-10,93
10387-1,82
10387-2,72
10388-1,93
10388-2,27
10388-3,19
10388-4,63
10388-5,45
10388-6,17
10388-7,23
10388-8,99
10388-9,21
10389-1,9
10389-2,85
10389-3,10
10389-4,13
10389-5,63
10389-6,56
10389-7,8
10389-8,24
10390-1,37
10390-2,21
10390-3,77
10390-4,44
10390-5,92
10390-6,69
10390-7,39
10390-8,13
10391-1,50
10392-1,81
10392-2,10
10392-3,59
10392-4,72
10392-5,37
10393-1,24
10393-2,73
10393-3,16
10393-4,55
10393-5,61
10394-1,78
10395-1,55
10395-2,79
10396-1,22
10396-2,65
10397-1,56
10398-1,8
10398-2,52
10398-3,77
10399-1,37
10399-2,57
10399-3,27
10399-4,99
10399-5,58
10399-6,4
10399-7,86
10399-8,46
10399-9,81
10400-1,13
10400-2,15
10400-3,79
10401-1,40
10401-2,12
10401-3,52
10401-4,58
10401-5,67
10401-6,69
10401-7,50
10401-8,26
10402-1,74
10402-2,86
10402-3,82
10402-4,55
10403-1,30
10403-2,90
10403-3,81
10403-4,62
10403-5,73
10403-6,92
10403-7,5
10404-1,84
10404-2,25
10404-3,15
10404-4,92
10404-5,90
10404-6,96
10404-7,33
10404-8,56
10404-9,93
10404-10,20
10405-1,51
10405-2,36
10405-3,50
10405-4,30
10405-5,47
10405-6,91
10405-7,38
10405-8,89
10405-9,94
10405-10,83
10406-1,55
10406-2,74
10406-3,100
10406-4,52
10407-1,9
10408-1,95
10408-2,96
10408-3,35
10408-4,72
10408-5,45
10408-6,24
10408-7,46
10409-1,76
10409-2,99
10409-3,38
10409-4,90
10409-5,44
10409-6,85
10409-7,73
10409-8,74
10409-9,95
10409-10,61
10410-1,1
10410-2,57
10410-3,24
10411-1,20
10411-2,42
10411-3,44
10411-4,74
10411-5,82
10412-1,28
10412-2,41
10412-3,31
10412-4,50
10413-1,36
10413-2,96
10413-3,84
10414-1,67
10414-2,82
10414-3,51
10414-4,13
10414-5,95
10415-1,11
10415-2,8
10415-3,28
10415-4,52
10415-5,85
10416-1,37
10416-2,41
10417-1,97
10417-2,57
10417-3,35
10417-4,45
10417-5,14
10418-1,70
10419-1,62
10419-2,77
10419-3,19
10419-4,64
10419-5,8
10419-6,26
10420-1,70
10421-1,93
10421-2,30
10421-3,95
10421-4,56
10421-5,52
10421-6,88
10421-7,89
10422-1,40
10422-2,96
10422-3,47
10422-4,19
10422-5,25
10422-6,46
10423-1,68
10423-2,66
10423-3,37
10423-4,31
10423-5,85
10424-1,62
10424-2,50
10424-3,69
10424-4,76
10424-5,19
10424-6,42
10424-7,34
10424-8,20
10425-1,48
10425-2,36
10425-3,18
10425-4,39
10425-5,58
10425-6,29
10425-7,81
10426-1,49
10426-2,72
10426-3,12
10426-4,61
10426-5,70
10426-6,1
10426-7,28
10427-1,92
10427-2,1
10427-3,39
10427-4,13
10427-5,52
10427-6,36
10427-7,95
10427-8,9
10427-9,3
10428-1,70
10428-2,32
10428-3,8
10428-4,94
10428-5,19
10428-6,13
10428-7,80
10429-1,76
10429-2,52
10429-3,99
10429-4,5
10429-5,59
10429-6,4
10429-7,44
10429-8,6
10430-1,56
10430-2,68
10430-3,61
10430-4,87
10430-5,45
10430-6,44
10430-7,96
10431-1,65
10431-2,81
10431-3,8
10431-4,38
10431-5,22
10432-1,58
10432-2,86
10432-3,97
10432-4,57
10432-5,99
10432-6,36
10433-1,98
10433-2,42
10433-3,33
10433-4,58
10433-5,35
10433-6,81
10434-1,3
10434-2,88
10434-3,27
10435-1,5
10436-1,63
10436-2,89
10436-3,79
10437-1,23
10437-2,36
10437-3,37
10437-4,94
10438-1,99
10439-1,40
10439-2,26
10439-3,20
10439-4,18
10439-5,25
10439-6,43
10439-7,78
10439-8,35
10439-9,19
10440-1,13
10440-2,73
10440-3,56
10440-4,20
10440-5,83
10441-1,47
10442-1,19
10442-2,67
10442-3,36
10442-4,69
10442-5,59
10442-6,79
10442-7,1
10442-8,5
10442-9,53
10442-10,70
10443-1,70
10443-2,2
10443-3,79
10443-4,65
10443-5,97
10443-6,34
10443-7,86
10443-8,47
10443-9,51
10443-10,19
10444-1,95
10444-2,38
10444-3,39
10444-4,2
10444-5,35
10444-6,98
10444-7,91
10444-8,10
10444-9,26
10445-1,11
10445-2,5
10446-1,15
10446-2,75
10446-3,13
10446-4,91
10446-5,19
10446-6,10
10447-1,97
10447-2,91
10447-3,77
10447-4,51
10447-5,100
10447-6,65
10447-7,1
10447-8,29
10447-9,93
10447-10,21
10448-1,81
10448-2,24
10448-3,30
10448-4,57
10448-5,60
10449-1,49
10449-2,48
10449-3,25
10449-4,7
10449-5,36
10449-6,28
10450-1,90
10450-2,82
10450-3,83
10450-4,12
10450-5,74
10450-6,8
10450-7,37
10451-1,34
10451-2,62
10451-3,37
10451-4,35
10451-5,25
10451-6,29
10451-7,54
10451-8,51
10451-9,44
10451-10,81
10452-1,87
10452-2,18
10452-3,50
10453-1,58
10453-2,51
10453-3,78
10453-4,93
10454-1,42
10455-1,24
10455-2,67
10455-3,25
10455-4,18
10455-5,50
10455-6,31
10455-7,70
10455-8,3
10455-9,96
10455-10,47
10456-1,44
10456-2,12
10456-3,58
10456-4,56
10456-5,49
10456-6,32
10457-1,86
10457-2,100
10457-3,25
10457-4,20
10457-5,72
10457-6,39
10458-1,31
10458-2,47
10458-3,36
10458-4,74
10458-5,5
10458-6,70
10458-7,50
10458-8,80
10458-9,78
10459-1,30
10459-2,31
10459-3,37
10459-4,8
10459-5,71
10459-6,97
10460-1,42
10460-2,2
10460-3,87
10460-4,45
10461-1,82
10462-1,34
10462-2,76
10462-3,55
10462-4,70
10462-5,45
10462-6,42
10462-7,91
10462-8,57
10462-9,10
10462-10,17
10463-1,78
10463-2,94
10463-3,46
10463-4,56
10464-1,34
10464-2,41
10464-3,19
10464-4,55
10465-1,11
10465-2,36
10465-3,86
10465-4,48
10465-5,39
10465-6,66
10465-7,62
10465-8,56
10466-1,49
10466-2,64
10466-3,18
10466-4,95
10466-5,53
10466-6,76
10467-1,73
10467-2,96
10467-3,87
10467-4,58
10467-5,27
10468-1,9
10468-2,91
10468-3,73
10468-4,81
10469-1,100
10469-2,89
10469-3,52
10469-4,76
10469-5,11
10470-1,15
10470-2,37
10470-3,82
10470-4,85
10470-5,6
10470-6,36
10470-7,51
10471-1,78
10471-2,56
10471-3,16
10471-4,8
10471-5,28
10472-1,74
10472-2,93
10472-3,90
10472-4,46
10472-5,84
10472-6,92
10472-7,88
10472-8,45
10472-9,25
10473-1,26
10473-2,68
10473-3,45
10473-4,51
10473-5,35
10473-6,77
10473-7,25
10474-1,92
10474-2,44
10474-3,83
10474-4,69
10475-1,99
10475-2,76
10475-3,73
10475-4,26
10475-5,82
10475-6,12
10475-7,100
10476-1,71
10476-2,67
10476-3,65
10477-1,10
10477-2,26
10477-3,68
10477-4,7
10478-1,68
10478-2,40
10478-3,18
10478-4,88
10479-1,10
10479-2,60
10480-1,85
10480-2,54
10480-3,95
10480-4,65
10480-5,55
10480-6,12
10480-7,33
10480-8,1
10480-9,79
10481-1,100
10481-2,9
10481-3,8
10481-4,84
10481-5,86
10482-1,76
10482-2,21
10482-3,54
10483-1,97
10483-2,62
10483-3,66
10483-4,87
10483-5,44
10483-6,79
10483-7,56
10483-8,96
10483-9,83
10483-10,26
10484-1,49
10485-1,69
10485-2,10
10485-3,42
10485-4,43
10486-1,6
10486-2,5
10486-3,72
10486-4,23
10487-1,95
10488-1,89
10489-1,50
10489-2,28
10489-3,16
10489-4,94
10489-5,34
10489-6,60
10489-7,14
10489-8,47
10489-9,69
10490-1,82
10490-2,70
10490-3,44
10490-4,60
10491-1,71
10491-2,78
10491-3,91
10492-1,90
10492-2,66
10492-3,69
10492-4,42
10492-5,64
10492-6,87
10492-7,27
10492-8,57
10492-9,67
10493-1,81
10493-2,89
10493-3,98
10494-1,96
10494-2,27
10494-3,6
10494-4,43
10494-5,66
10495-1,100
10495-2,11
10496-1,14
10496-2,37
10496-3,100
10496-4,1
10496-5,32
10496-6,55
10496-7,39
10496-8,8
10497-1,27
10498-1,73
10498-2,95
10498-3,49
10498-4,67
10498-5,56
10499-1,91
10499-2,69
10499-3,27
10499-4,49
10499-5,83
10499-6,68
10500-1,2
10500-2,43
10500-3,46
10500-4,66
10501-1,28
10501-2,19
10501-3,49
10501-4,26
10501-5,14
10501-6,77
10501-7,54
10501-8,43
10501-9,89
10502-1,64
10502-2,36
10502-3,72
10502-4,91
10502-5,89
10503-1,90
10503-2,5
10503-3,69
10504-1,92
10504-2,32
10504-3,94
10504-4,84
10504-5,38
10504-6,93
10504-7,68
10504-8,71
10504-9,89
10505-1,15
10505-2,64
10505-3,20
10505-4,69
10505-5,80
10506-1,86
10506-2,17
10507-1,45
10507-2,21
10507-3,11
10507-4,12
10507-5,76
10508-1,6
10508-2,53
10508-3,68
10508-4,19
10508-5,21
10508-6,2
10508-7,58
10508-8,45
10508-9,99
10508-10,66
10509-1,74
10509-2,78
10509-3,83
10509-4,91
10509-5,52
10510-1,61
10510-2,77
10510-3,59
10510-4,53
10511-1,6
10511-2,47
10511-3,20
10511-4,100
10511-5,33
10511-6,38
10511-7,45
10511-8,56
10511-9,19
10511-10,66
10512-1,40
10512-2,95
10512-3,90
10512-4,35
10512-5,75
10512-6,62
10513-1,70
10513-2,100
10514-1,67
10514-2,23
10514-3,76
10514-4,12
10514-5,62
10514-6,27
10515-1,90
10515-2,73
10515-3,93
10515-4,50
10515-5,83
10516-1,45
10516-2,67
10516-3,95
10516-4,4
10516-5,59
10516-6,28
10517-1,95
10517-2,4
10517-3,33
10517-4,43
10518-1,11
10518-2,20
10518-3,76
10518-4,21
10518-5,69
10518-6,48
10518-7,30
10518-8,84
10518-9,18
10518-10,6
10519-1,76
10519-2,79
10519-3,74
10519-4,1
10519-5,36
10519-6,48
10519-7,9
10519-8,18
10519-9,12
10520-1,95
10520-2,2
10520-3,60
10520-4,79
10520-5,93
10520-6,4
10521-1,10
10521-2,7
10521-3,82
10521-4,2
10522-1,36
10523-1,56
10523-2,63
10523-3,43
10523-4,86
10523-5,46
10523-6,28
10523-7,55
10524-1,50
10524-2,93
10524-3,85
10525-1,36
10525-2,61
10525-3,50
10525-4,84
10526-1,77
10526-2,53
10526-3,37
10526-4,20
10526-5,67
10526-6,2
10526-7,69
10526-8,84
10526-9,48
10526-10,26
10527-1,7
10527-2,68
10527-3,31
10527-4,43
10527-5,41
10527-6,92
10527-7,85
10527-8,62
10527-9,94
10528-1,28
10528-2,36
10528-3,13
10528-4,61
10528-5,27
10528-6,43
10528-7,64
10528-8,72
10528-9,18
10529-1,58
10529-2,48
10529-3,93
10529-4,60
10529-5,63
10529-6,19
10529-7,31
10529-8,46
10529-9,14
10530-1,96
10530-2,3
10530-3,50
10530-4,26
10530-5,7
10530-6,95
10530-7,78
10530-8,31
10531-1,38
10531-2,79
10531-3,98
10531-4,83
10531-5,64
10531-6,77
10531-7,47
10531-8,80
10531-9,82
10532-1,11
10532-2,100
10533-1,26
10533-2,76
10533-3,65
10533-4,47
10534-1,2
10534-2,9
10534-3,38
10534-4,16
10534-5,70
10535-1,16
10535-2,28
10536-1,69
10537-1,27
10537-2,94
10537-3,95
10538-1,24
10538-2,37
10538-3,54
10538-4,100
10539-1,40
10540-1,84
10540-2,37
10541-1,7
10541-2,96
10541-3,16
10541-4,49
10541-5,5
10541-6,77
10541-7,31
10541-8,46
10541-9,14
10541-10,70
10542-1,82
10542-2,34
10542-3,55
10542-4,64
10542-5,21
10542-6,63
10542-7,81
10542-8,54
10542-9,8
10543-1,40
10543-2,17
10543-3,47
10544-1,59
10544-2,81
10544-3,40
10544-4,94
10544-5,61
10544-6,58
10544-7,45
10544-8,46
10544-9,50
10545-1,86
10545-2,47
10545-3,96
10545-4,13
10546-1,62
10546-2,41
10546-3,21
10547-1,47
10547-2,19
10547-3,13
10547-4,87
10547-5,38
10548-1,52
10548-2,11
10548-3,80
10549-1,11
10549-2,92
10549-3,56
10549-4,96
10549-5,18
10550-1,29
10551-1,44
10551-2,48
10551-3,97
10551-4,22
10551-5,74
10551-6,62
10551-7,75
10551-8,47
10551-9,39
10552-1,72
10553-1,77
10553-2,67
10553-3,1
10553-4,33
10553-5,25
10553-6,16
10553-7,36
10553-8,44
10554-1,98
10554-2,79
10554-3,32
10554-4,69
10554-5,72
10554-6,81
10554-7,43
10554-8,78
10555-1,87
10555-2,58
10555-3,78
10555-4,55
10556-1,76
10556-2,46
10556-3,2
10557-1,49
10557-2,79
10557-3,67
10557-4,71
10557-5,14
10557-6,75
10557-7,4
10558-1,5
10559-1,37
10559-2,15
10559-3,27
10559-4,83
10560-1,73
10561-1,86
10561-2,36
10561-3,11
10561-4,67
10561-5,81
10561-6,23
10561-7,41
10561-8,85
10561-9,37
10561-10,15
10562-1,100
10562-2,87
10562-3,37
10562-4,40
10562-5,67
10562-6,48
10562-7,69
10562-8,97
10562-9,98
10563-1,69
10563-2,17
10564-1,9
10564-2,39
10564-3,19
10564-4,70
10564-5,57
10564-6,100
10564-7,58
10564-8,38
10565-1,74
10565-2,43
10565-3,48
10565-4,96
10565-5,65
10565-6,94
10565-7,46
10565-8,35
10565-9,11
10565-10,18
10566-1,73
10566-2,10
10566-3,66
10566-4,37
10567-1,68
10567-2,70
10567-3,37
10567-4,58
10567-5,84
10567-6,79
10567-7,94
10567-8,83
10567-9,80
10568-1,89
10568-2,43
10568-3,85
10568-4,69
10568-5,22
10569-1,94
10569-2,91
10569-3,12
10569-4,43
10569-5,8
10569-6,16
10570-1,23
10570-2,46
10571-1,46
10571-2,64
10571-3,69
10571-4,99
10572-1,55
10572-2,93
10573-1,73
10573-2,61
10573-3,6
10573-4,41
10574-1,20
10574-2,54
10574-3,42
10574-4,41
10574-5,100
10574-6,73
10574-7,17
10575-1,38
10575-2,41
10575-3,68
10575-4,91
10575-5,62
10575-6,70
10575-7,73
10575-8,77
10575-9,46
10576-1,56
10576-2,86
10576-3,66
10576-4,73
10576-5,68
10577-1,5
10577-2,69
10577-3,86
10577-4,17
10577-5,82
10577-6,24
10577-7,6
10577-8,14
10577-9,25
10577-10,57
10578-1,58
10578-2,20
10578-3,5
10578-4,37
10578-5,67
10578-6,22
10579-1,60
10579-2,75
10579-3,14
10579-4,74
10579-5,77
10579-6,38
10579-7,11
10579-8,32
10580-1,3
10580-2,67
10581-1,63
10581-2,7
10582-1,85
10582-2,63
10582-3,98
10582-4,50
10582-5,17
10583-1,36
10583-2,8
10583-3,43
10583-4,14
10583-5,83
10583-6,50
10583-7,70
10583-8,40
10583-9,28
10583-10,39
10584-1,87
10584-2,49
10584-3,12
10584-4,56
10584-5,69
10584-6,89
10584-7,94
10585-1,26
10585-2,49
10585-3,57
10585-4,46
10586-1,94
10586-2,82
10586-3,23
10586-4,76
10586-5,6
10586-6,63
10586-7,59
10587-1,93
10587-2,18
10587-3,58
10587-4,60
10587-5,73
10588-1,2
10588-2,33
10588-3,40
10588-4,25
10588-5,17
10589-1,75
10589-2,34
10589-3,76
10589-4,18
10589-5,1
10590-1,10
10590-2,90
10590-3,89
10590-4,79
10590-5,97
10590-6,5
10591-1,6
10592-1,82
10592-2,31
10592-3,79
10592-4,24
10592-5,88
10593-1,16
10593-2,23
10593-3,60
10593-4,18
10593-5,84
10593-6,73
10593-7,75
10593-8,67
10593-9,32
10593-10,96
10594-1,44
10594-2,99
10595-1,17
10595-2,41
10595-3,51
10595-4,12
10595-5,21
10595-6,68
10595-7,78
10595-8,46
10595-9,42
10596-1,78
10596-2,57
10597-1,57
10597-2,85
10597-3,64
10597-4,4
10597-5,77
10597-6,31
10597-7,71
10597-8,21
10598-1,77
10598-2,73
10598-3,33
10598-4,92
10598-5,63
10598-6,86
10598-7,80
10598-8,62
10598-9,69
10599-1,9
10600-1,59
10600-2,77
10600-3,75
10600-4,13
10601-1,16
10601-2,51
10601-3,65
10601-4,39
10601-5,12
10601-6,3
10601-7,29
10602-1,52
10602-2,85
10602-3,35
10602-4,72
10602-5,23
10602-6,22
10602-7,4
10602-8,21
10603-1,65
10603-2,75
10603-3,51
10603-4,42
10603-5,91
10603-6,67
10603-7,61
10603-8,94
10604-1,5
10604-2,41
10604-3,75
10604-4,54
10604-5,16
10604-6,69
10604-7,67
10604-8,82
10604-9,29
10604-10,57
10605-1,11
10605-2,58
10605-3,8
10605-4,53
10605-5,63
10605-6,42
10605-7,43
10605-8,28
10605-9,68
10605-10,39
10606-1,63
10606-2,96
10606-3,17
10606-4,57
10606-5,59
10606-6,92
10606-7,91
10606-8,75
10606-9,98
10606-10,80
10607-1,46
10607-2,8
10607-3,26
10607-4,67
10607-5,33
10608-1,60
10609-1,70
10609-2,62
10609-3,64
10610-1,55
10610-2,56
10610-3,6
10610-4,36
10610-5,43
10611-1,51
10611-2,45
10611-3,13
10611-4,72
10611-5,56
10611-6,90
10611-7,28
10611-8,65
10611-9,15
10612-1,35
10612-2,27
10612-3,61
10612-4,54
10612-5,56
10613-1,80
10613-2,52
10613-3,41
10614-1,71
10614-2,92
10614-3,49
10614-4,50
10614-5,19
10614-6,39
10614-7,95
10615-1,34
10615-2,46
10615-3,64
10615-4,11
10615-5,40
10615-6,92
10616-1,21
10616-2,72
10616-3,16
10617-1,23
10618-1,55
10618-2,28
10618-3,92
10618-4,39
10618-5,11
10618-6,75
10618-7,6
10618-8,85
10619-1,88
10620-1,15
10620-2,35
10620-3,69
10621-1,21
10621-2,71
10621-3,88
10621-4,64
10622-1,75
10622-2,43
10622-3,60
10622-4,10
10622-5,82
10622-6,89
10622-7,46
10622-8,39
10622-9,72
10623-1,43
10623-2,15
10623-3,47
10624-1,97
10624-2,85
10624-3,95
10624-4,88
10624-5,17
10624-6,47
10624-7,52
10624-8,77
10625-1,66
10625-2,21
10625-3,6
10625-4,99
10625-5,76
10626-1,47
10626-2,51
10626-3,25
10626-4,60
10627-1,32
10627-2,44
10627-3,52
10627-4,95
10627-5,49
10627-6,15
10627-7,94
10627-8,37
10627-9,7
10628-1,46
10628-2,90
10628-3,81
10628-4,7
10629-1,86
10629-2,12
10629-3,11
10629-4,88
10629-5,26
10629-6,95
10629-7,21
10629-8,37
10629-9,93
10630-1,87
10630-2,82
10630-3,39
10630-4,17
10630-5,4
10630-6,83
10630-7,44
10630-8,97
10630-9,10
10630-10,81
10631-1,90
10631-2,66
10632-1,58
10632-2,78
10633-1,14
10633-2,47
10633-3,91
10633-4,97
10633-5,87
10633-6,56
10633-7,39
10633-8,36
10633-9,6
10633-10,99
10634-1,35
10635-1,26
10635-2,57
10636-1,24
10636-2,10
10636-3,82
10636-4,13
10637-1,42
10637-2,17
10637-3,71
10637-4,36
10638-1,96
10638-2,26
10638-3,8
10638-4,3
10638-5,29
10638-6,13
10638-7,48
10638-8,61
10638-9,76
10639-1,16
10639-2,39
10639-3,83
10639-4,25
10639-5,3
10639-6,94
10639-7,45
10640-1,84
10640-2,90
10640-3,7
10640-4,13
10640-5,48
10640-6,85
10640-7,64
10640-8,34
10640-9,73
10641-1,57
10641-2,49
